Anyo,Mes,Dia,Ventas,Prediccion
2016,5,4,1831,2102.012994812879
2016,5,5,1736,2102.012994812879
2016,5,12,1718,2144.0460657355366
2016,5,14,3249,2835.3282215905447
2016,5,16,1546,2144.0460657355366
2016,5,23,1484,2111.880854562695
2016,5,27,2255,2111.880854562695
2016,5,29,2310,2559.26766186425
2016,5,30,1495,2137.798923388293
2016,6,2,2053,2089.5243973886186
2016,6,3,2248,2150.1014306516518
2016,6,11,2970,2826.5968733176674
2016,6,13,1661,2192.1345015743095
2016,6,16,1981,2144.0460657355366
2016,6,23,1899,2159.969290401468
2016,6,27,1989,2159.969290401468
2016,6,28,2434,2191.014654891254
2016,6,29,2587,2223.3675565708595
2016,6,30,2371,2228.5598236675464
2016,7,1,3297,2416.5438834653482
2016,7,2,3246,3017.0848142857185
2016,7,6,2516,2416.5438834653482
2016,7,11,2563,2415.2685332760775
2016,7,13,3223,2458.576954388006
2016,7,16,3434,3059.1178852083763
2016,7,29,3231,2489.810009384556
2016,8,11,3059,2464.277375850504
2016,8,12,3574,2458.576954388006
2016,8,19,2998,2452.5115230530682
2016,8,21,3449,2830.638497966988
2016,8,25,2830,2426.4117432151643
2016,8,27,2956,3026.9526740355345
2016,8,28,2475,2804.236507115059
2016,8,29,2561,2489.810009384556
2016,9,3,2605,2842.4974995048815
2016,9,7,2797,2238.476382203054
2016,9,8,2496,2237.2010320137833
2016,9,9,2716,2237.2010320137833
2016,9,12,1646,2221.302378551075
2016,9,17,3105,2790.746423013851
2016,9,21,1986,2141.0487315394603
2016,9,24,3344,2758.5812118410095
2016,10,5,1754,2190.387946364281
2016,10,6,1658,2190.387946364281
2016,10,7,2745,2190.387946364281
2016,10,8,3629,2806.6450764765596
2016,10,13,1470,2173.213942712302
2016,10,14,2642,2173.213942712302
2016,10,17,1389,2173.213942712302
2016,10,20,2022,2141.0487315394603
2016,10,21,2590,2141.0487315394603
2016,10,23,2767,2548.755672772741
2016,10,27,1741,2141.0487315394603
2016,11,3,1672,2190.387946364281
2016,11,4,2422,2193.2544189632963
2016,11,5,3366,2810.786899264845
2016,11,7,1501,2154.344702767878
2016,11,8,1623,2185.1306825026845
2016,11,9,1580,2202.8140764251925
2016,11,10,1847,2185.1306825026845
2016,11,18,2298,2140.562140046143
2016,11,20,2733,2537.6961659620533
2016,11,24,2059,2135.597867675391
2016,11,25,3419,2145.9328313792084
2016,12,3,3318,2881.038119262598
2016,12,5,1725,2250.371390079597
2016,12,10,4429,2842.1833148526234
2016,12,11,3331,2623.811311198404
2016,12,19,1358,2138.0920543254483
2016,12,20,2138,2336.9870737035794
2016,12,23,4193,2502.2389216278148
2016,12,26,4125,3169.169042515934
2017,1,2,3827,2707.5010003425405
2017,1,15,2321,2454.8206257249344
2017,1,18,1416,1985.2487691401334
2017,1,23,1375,1896.0428812226853
2017,1,25,1522,1959.5625821954777
2017,1,30,1574,2078.498868804558
2017,2,2,1578,2186.872910845965
2017,2,3,2635,2186.872910845965
2017,2,8,1624,2066.8664561477162
2017,2,10,2658,2077.2014198515335
2017,2,16,2037,2077.573834826201
2017,2,17,2705,2271.283499627658
2017,2,21,1683,2095.8346350477846
2017,2,23,1699,2095.8346350477846
2017,2,24,2292,2095.8346350477846
2017,3,1,2533,2379.38969999401
2017,3,3,3134,2394.3581087376606
2017,3,9,3310,2375.247877205724
2017,3,11,6461,3066.5300330607324
2017,3,14,3625,2617.443238105489
2017,3,21,1613,2585.278026932647
2017,3,25,2948,3326.4750156818636
2017,3,28,1757,2404.8587999269444
2017,3,29,1764,2408.8014551460838
2017,3,30,1810,2407.825581014746
2017,4,2,2312,2685.1586291506087
2017,4,4,2058,2203.7020123638686
2017,4,9,2699,2683.883278961338
2017,4,11,2057,2202.426662174598
2017,4,14,2590,2710.4536500141708
2017,4,18,2088,2228.9970332274306
2017,4,25,1606,2196.831822054589
2017,4,26,1610,2196.831822054589
2017,4,30,3007,2734.7075553563154
2017,5,3,1705,2203.7020123638686
2017,5,4,1786,2203.7020123638686
2017,5,13,3044,2920.279189082439
2017,5,19,2354,2222.931601892493
2017,5,28,2181,2651.8864479894
2017,6,1,2082,2191.2134149396084
2017,6,6,1701,2191.2134149396084
2017,6,10,2919,2867.7088576056244
2017,6,13,1756,2216.5084358031704
2017,6,21,2227,2184.3432246303287
2017,6,22,2160,2184.3432246303287
2017,6,24,3538,2862.114017485615
2017,6,26,2046,2184.3432246303287
2017,7,8,2939,3082.9214088083863
2017,7,10,2378,2456.380517564034
2017,7,13,2774,2482.950888616867
2017,7,16,2732,2887.1776433686905
2017,7,17,2634,2482.950888616867
2017,7,19,3346,2476.885457281929
2017,7,23,2646,2855.0124321958488
2017,7,27,2871,2450.785677444025
2017,8,2,3295,2489.9266602686357
2017,8,3,3076,2489.9266602686357
2017,8,4,3291,2489.9266602686357
2017,8,5,3625,3090.4675910890055
2017,8,12,3289,3083.491819437237
2017,8,13,2869,2887.1776433686905
2017,8,14,3372,2482.950888616867
2017,8,16,3270,2482.950888616867
2017,8,21,2767,2450.785677444025
2017,8,26,2910,3051.3266082643954
2017,8,27,2346,2867.501029620109
2017,8,29,2409,2526.672541037677
2017,8,31,2403,2599.03060350253
2017,9,6,2656,2262.850316431915
2017,9,12,2104,2258.164910204196
2017,9,13,2031,2245.676312779936
2017,9,16,3262,2875.697390505745
2017,9,18,1625,2258.164910204196
2017,9,22,3262,2225.9996990313543
2017,9,23,3039,2843.532179332903
2017,9,24,2285,2621.218042840375
2017,9,27,2084,2225.9996990313543
2017,10,1,2213,2683.045855089456
2017,10,2,1518,2262.850316431915
2017,10,3,1618,2262.850316431915
2017,10,7,2841,2892.871394157724
2017,10,8,3985,2681.770504900185
2017,10,10,1741,2274.0635636669044
2017,10,13,2735,2258.164910204196
2017,10,15,1963,2665.871851437477
2017,10,17,1805,2258.164910204196
2017,10,20,2824,2225.9996990313543
2017,10,21,3233,2843.532179332903
2017,10,22,2194,2633.706640264635
2017,10,23,1545,2225.9996990313543
2017,10,24,1508,2225.9996990313543
2017,11,1,2453,2696.747335339638
2017,11,4,3210,2895.7378667567395
2017,11,20,1517,2225.9996990313543
2017,11,21,1700,2225.9996990313543
2017,11,22,1843,2225.9996990313543
2017,11,26,2991,2622.6471334539474
2017,11,27,1353,2220.5488351672852
2017,11,30,1963,2227.3814364415907
2017,12,6,4418,2809.6537702181
2017,12,8,4945,2702.0725685417287
2017,12,10,2990,2702.0725685417287
2017,12,11,1394,2254.7516229626485
2017,12,12,1557,2251.2041814156946
2017,12,13,2223,2251.2041814156946
2017,12,14,1819,2223.0430218173424
2017,12,19,1832,2223.0430218173424
2017,12,24,1608,2199.396684994398
2017,12,25,3355,2209.7316486982154
2017,12,31,1628,1792.7114999283383
2018,1,4,4270,2782.7480945947264
2018,1,6,2173,2580.891814158079
2018,1,16,1629,1968.8568989720568
2018,1,17,1758,1968.8568989720568
2018,1,29,1530,2033.410620263857
2018,2,1,1534,2207.8282872658333
2018,2,2,2270,2456.6476633731445
2018,2,4,1796,2689.2067582668487
2018,2,5,1312,2082.6585753153013
2018,2,6,1601,1990.3257236948805
2018,2,11,2480,2662.1649347438984
2018,2,12,1679,2124.2880727376682
2018,2,13,1769,2187.074023558965
2018,2,16,2501,2174.7140841320934
2018,2,17,3572,2930.982542698272
2018,2,21,1514,2115.9625016280306
2018,3,1,2414,2492.814119197507
2018,3,5,2235,2417.4059212682655
2018,3,7,2367,2354.6199704469686
2018,3,13,2524,2623.004751194192
2018,3,14,3900,2598.9314220877072
2018,3,16,9248,2670.0965911953576
2018,3,31,2947,3187.520007834818
2018,4,3,2236,2259.6627427098974
2018,4,5,2731,2231.543479262428
2018,4,9,2322,2179.842117678732
2018,4,14,3192,2999.4054784419864
2018,4,17,1849,2243.1370198758077
2018,4,21,2843,2967.2402672691446
2018,4,24,1505,2155.3012675862565
2018,4,27,2494,2210.971808702966
2018,4,28,3313,3002.446030110374
2018,4,30,3107,2198.814209175605
2018,5,11,2635,2216.566648822975
2018,5,12,3052,2999.4054784419864
2018,5,13,2925,2747.9217988239343
2018,5,15,1964,2243.1370198758077
2018,5,16,1822,2243.1370198758077
2018,5,19,3511,2962.4815405656796
2018,5,26,2708,2967.2402672691446
2018,5,27,1840,2684.8980811097235
2013,5,12,1543,1609.1110067759216
2013,5,15,1050,1387.7881727681824
2013,5,24,2198,1383.8668826964658
2013,5,25,1926,1839.9700753324737
2013,5,28,984,1384.4956481537113
2013,6,1,1895,1856.849166266518
2013,6,10,923,1420.1104543858153
2013,6,22,1777,1653.1036787095281
2013,6,25,1326,1312.124012543419
2013,6,28,1867,1376.3080978152072
2013,7,1,1663,1312.3581080680433
2013,7,5,1539,1312.3581080680433
2013,7,7,1262,1518.2065604028612
2013,7,9,1169,1331.7225888233486
2013,7,12,1323,1316.1718360730083
2013,7,17,1218,1316.1718360730083
2013,7,21,944,1501.327469468817
2013,7,27,1159,1824.6222271174252
2013,7,30,1147,1422.9287242623468
2013,8,2,1245,1341.382319930274
2013,8,3,980,1683.6591332907544
2013,8,14,1156,1316.1718360730083
2013,8,20,1095,1295.4790171339992
2013,8,21,1106,1295.4790171339992
2013,8,25,1191,1501.327469468817
